;$FILEVERSION=2.0
;$STARTTIME=45232.8237570602
;$COLUMNS=N,O,T,I,d,l,D
;
;   Start time: 2023/11/2 19:46:12.610.0
;   Generated by PCAN-View v4.3.4.615
;-------------------------------------------------------------------------------
;   Connection                 Bit rate
;   PCANLight_USB_16@pcan_usb  Nominal 1 MBit/s, Data 1 MBit/s
;-------------------------------------------------------------------------------
;   Message   Time    Type ID     Rx/Tx
;   Number    Offset  |    [hex]  |  Data Length
;   |         [ms]    |    |      |  |  Data [hex] ...
;   |         |       |    |      |  |  |
;---+-- ------+------ +- --+----- +- +- +- +- -- -- -- -- -- -- --
   3331     17662.910 DT     0201 Rx 6  0F 00 AF 7D 16 00 
   3332     17671.825 DT     0080 Rx 0  
   3333     17672.433 DT     0181 Rx 8  00 80 37 92 22 7F 16 00 
   3334     17672.555 DT     0281 Rx 8  00 00 00 00 38 60 26 00 
   3335     17672.881 DT     0201 Rx 6  0F 00 C0 CD 16 00 
   3336     17681.801 DT     0080 Rx 0  
   3337     17682.437 DT     0181 Rx 8  00 80 37 92 AB CE 16 00 
   3338     17682.559 DT     0281 Rx 8  00 00 00 00 B8 CE 1E 00 
   3339     17682.857 DT     0201 Rx 6  0F 00 E8 1D 17 00 
   3340     17691.776 DT     0080 Rx 0  
   3341     17692.330 DT     0181 Rx 8  00 80 37 92 FA 1D 17 00 
   3342     17692.453 DT     0281 Rx 8  00 00 00 00 50 15 1D 00 
   3343     17692.830 DT     0201 Rx 6  0F 00 24 6E 17 00 
   3344     17701.750 DT     0080 Rx 0  
   3345     17702.450 DT     0181 Rx 8  00 80 37 92 98 6E 17 00 
   3346     17702.572 DT     0281 Rx 8  00 00 00 00 E0 7A 1D 00 
   3347     17702.807 DT     0201 Rx 6  0F 00 6F BE 17 00 
   3348     17711.723 DT     0080 Rx 0  
   3349     17712.406 DT     0181 Rx 8  00 80 37 92 25 BF 17 00 
   3350     17712.525 DT     0281 Rx 8  00 00 00 00 90 B1 1D 00 
   3351     17712.780 DT     0201 Rx 6  0F 00 C8 0E 18 00 
   3352     17721.696 DT     0080 Rx 0  
   3353     17722.291 DT     0181 Rx 8  00 80 37 92 AE 0F 18 00 
   3354     17722.412 DT     0281 Rx 8  00 00 00 00 28 EC 1D 00 
   3355     17722.754 DT     0201 Rx 6  0F 00 2A 5F 18 00 
   3356     17731.667 DT     0080 Rx 0  
   3357     17732.306 DT     0181 Rx 8  00 80 37 92 EC 5F 18 00 
   3358     17732.428 DT     0281 Rx 8  00 00 00 00 A8 24 1F 00 
   3359     17732.726 DT     0201 Rx 6  0F 00 93 AF 18 00 
   3360     17741.643 DT     0080 Rx 0  
   3361     17742.410 DT     0181 Rx 8  00 80 37 92 A9 B0 18 00 
   3362     17742.529 DT     0281 Rx 8  00 00 00 00 88 CA 20 00 
   3363     17742.698 DT     0201 Rx 6  0F 00 FF FF 18 00 
   3364     17751.616 DT     0080 Rx 0  
   3365     17752.392 DT     0181 Rx 8  00 80 37 92 E5 00 19 00 
   3366     17752.515 DT     0281 Rx 8  00 00 00 00 60 1E 22 00 
   3367     17752.672 DT     0201 Rx 6  0F 00 6C 50 19 00 
   3368     17761.588 DT     0080 Rx 0  
   3369     17762.268 DT     0181 Rx 8  00 80 37 92 D0 50 19 00 
   3370     17762.394 DT     0281 Rx 8  00 00 00 00 E8 3D 20 00 
   3371     17762.644 DT     0201 Rx 6  0F 00 D5 A0 19 00 
   3372     17771.560 DT     0080 Rx 0  
   3373     17772.356 DT     0181 Rx 8  00 80 37 92 3C A1 19 00 
   3374     17772.475 DT     0281 Rx 8  00 00 00 00 F8 ED 1E 00 
   3375     17772.618 DT     0201 Rx 6  0F 00 37 F1 19 00 
   3376     17781.536 DT     0080 Rx 0  
   3377     17782.371 DT     0181 Rx 8  00 80 37 92 76 F1 19 00 
   3378     17782.493 DT     0281 Rx 8  00 00 00 00 68 88 1E 00 
   3379     17782.597 DT     0201 Rx 6  0F 00 90 41 1A 00 
   3380     17791.507 DT     0080 Rx 0  
   3381     17792.250 DT     0181 Rx 8  00 80 37 92 A2 41 1A 00 
   3382     17792.372 DT     0281 Rx 8  00 00 00 00 A8 24 1F 00 
   3383     17792.563 DT     0201 Rx 6  0F 00 DB 91 1A 00 
   3384     17801.477 DT     0080 Rx 0  
   3385     17802.346 DT     0181 Rx 8  00 80 37 92 F4 91 1A 00 
   3386     17802.465 DT     0281 Rx 8  00 00 00 00 98 FD 1E 00 
   3387     17802.569 DT     0201 Rx 6  0F 00 17 E2 1A 00 
   3388     17811.449 DT     0080 Rx 0  
   3389     17812.378 DT     0181 Rx 8  00 80 37 92 0B E2 1A 00 
   3390     17812.498 DT     0281 Rx 8  00 00 00 00 60 AD 1F 00 
   3391     17812.601 DT     0201 Rx 6  0F 00 3F 32 1B 00 
   3392     17821.423 DT     0080 Rx 0  
   3393     17822.228 DT     0181 Rx 8  00 80 37 92 3D 32 1B 00 
   3394     17822.349 DT     0281 Rx 8  00 00 00 00 C0 14 21 00 
   3395     17822.479 DT     0201 Rx 6  0F 00 50 82 1B 00 
   3396     17831.394 DT     0080 Rx 0  
   3397     17832.366 DT     0181 Rx 8  00 80 37 92 46 82 1B 00 
   3398     17832.468 DT     0201 Rx 6  0F 00 47 D2 1B 00 
   3399     17832.591 DT     0281 Rx 8  00 00 00 00 38 01 21 00 
   3400     17841.365 DT     0080 Rx 0  
   3401     17842.355 DT     0181 Rx 8  00 80 37 92 E6 D1 1B 00 
   3402     17842.456 DT     0201 Rx 6  0F 00 21 22 1C 00 
   3403     17842.582 DT     0281 Rx 8  00 00 00 00 A8 1E 20 00 
   3404     17851.336 DT     0080 Rx 0  
   3405     17852.331 DT     0181 Rx 8  00 80 37 92 7A 21 1C 00 
   3406     17852.432 DT     0201 Rx 6  0F 00 DB 71 1C 00 
   3407     17852.555 DT     0281 Rx 8  00 00 00 00 F0 9B 1E 00 
   3408     17861.308 DT     0080 Rx 0  
   3409     17862.204 DT     0181 Rx 8  00 80 37 92 66 71 1C 00 
   3410     17862.328 DT     0281 Rx 8  00 00 00 00 00 46 1E 00 
   3411     17862.430 DT     0201 Rx 6  0F 00 71 C1 1C 00 
   3412     17871.281 DT     0080 Rx 0  
   3413     17872.301 DT     0181 Rx 8  00 80 37 92 25 C1 1C 00 
   3414     17872.405 DT     0201 Rx 6  0F 00 E0 10 1D 00 
   3415     17872.525 DT     0281 Rx 8  00 00 00 00 68 11 1D 00 
   3416     17881.256 DT     0080 Rx 0  
   3417     17882.312 DT     0201 Rx 6  0F 00 25 60 1D 00 
   3418     17882.429 DT     0181 Rx 8  00 80 37 92 1F 11 1D 00 
   3419     17882.551 DT     0281 Rx 8  00 00 00 00 C0 2C 1D 00 
   3420     17891.229 DT     0080 Rx 0  
   3421     17892.283 DT     0201 Rx 6  0F 00 3D AF 1D 00 
   3422     17892.405 DT     0181 Rx 8  00 80 37 92 B7 60 1D 00 
   3423     17892.521 DT     0281 Rx 8  00 00 00 00 78 AF 1E 00 
   3424     17901.200 DT     0080 Rx 0  
   3425     17902.255 DT     0201 Rx 6  0F 00 24 FE 1D 00 
   3426     17902.372 DT     0181 Rx 8  00 80 37 92 EC AF 1D 00 
   3427     17902.496 DT     0281 Rx 8  00 00 00 00 E0 EB 1F 00 
   3428     17903.073 DT     0701 Rx 1  05 
   3429     17911.170 DT     0080 Rx 0  
   3430     17912.226 DT     0201 Rx 6  0F 00 D8 4C 1E 00 
   3431     17912.345 DT     0181 Rx 8  00 80 37 92 99 FE 1D 00 
   3432     17912.468 DT     0281 Rx 8  00 00 00 00 E0 EB 1F 00 
   3433     17921.142 DT     0080 Rx 0  
   3434     17922.199 DT     0201 Rx 6  0F 00 55 9B 1E 00 
   3435     17922.318 DT     0181 Rx 8  00 80 37 92 8A 4C 1E 00 
   3436     17922.440 DT     0281 Rx 8  00 00 00 00 D8 A5 1D 00 
   3437     17931.114 DT     0080 Rx 0  
   3438     17932.173 DT     0181 Rx 8  00 80 37 92 48 9B 1E 00 
   3439     17932.274 DT     0201 Rx 6  0F 00 97 E9 1E 00 
   3440     17932.397 DT     0281 Rx 8  00 00 00 00 20 9A 1D 00 
   3441     17941.085 DT     0080 Rx 0  
   3442     17942.139 DT     0201 Rx 6  0F 00 9D 37 1F 00 
   3443     17942.272 DT     0181 Rx 8  00 80 37 92 CF E9 1E 00 
   3444     17942.393 DT     0281 Rx 8  00 00 00 00 50 86 1F 00 
   3445     17951.058 DT     0080 Rx 0  
   3446     17952.114 DT     0201 Rx 6  0F 00 62 85 1F 00 
   3447     17952.297 DT     0181 Rx 8  00 80 37 92 D7 37 1F 00 
   3448     17952.419 DT     0281 Rx 8  00 00 00 00 98 74 20 00 
   3449     17961.030 DT     0080 Rx 0  
   3450     17962.086 DT     0201 Rx 6  0F 00 E4 D2 1F 00 
   3451     17962.295 DT     0181 Rx 8  00 80 37 92 78 85 1F 00 
   3452     17962.419 DT     0281 Rx 8  00 00 00 00 10 61 20 00 
   3453     17971.000 DT     0080 Rx 0  
   3454     17972.058 DT     0201 Rx 6  0F 00 1F 20 20 00 
   3455     17972.295 DT     0181 Rx 8  00 80 37 92 88 D2 1F 00 
   3456     17972.420 DT     0281 Rx 8  00 00 00 00 C0 20 1F 00 
   3457     17980.971 DT     0080 Rx 0  
   3458     17982.030 DT     0201 Rx 6  0F 00 10 6D 20 00 
   3459     17982.239 DT     0181 Rx 8  00 80 37 92 6D 1F 20 00 
   3460     17982.363 DT     0281 Rx 8  00 00 00 00 30 44 1D 00 
   3461     17990.942 DT     0080 Rx 0  
   3462     17991.998 DT     0201 Rx 6  0F 00 B5 B9 20 00 
   3463     17992.126 DT     0181 Rx 8  00 80 37 92 80 6C 20 00 
   3464     17992.250 DT     0281 Rx 8  00 00 00 00 E0 FD 1C 00 
   3465     18000.912 DT     0080 Rx 0  
   3466     18001.971 DT     0201 Rx 6  0F 00 0A 06 21 00 
   3467     18002.239 DT     0181 Rx 8  00 80 37 92 EF B9 20 00 
   3468     18002.361 DT     0281 Rx 8  00 00 00 00 18 CB 1C 00 
   3469     18010.888 DT     0080 Rx 0  
   3470     18011.268 DT     0181 Rx 8  00 80 37 92 FD FE 20 00 
   3471     18011.390 DT     0281 Rx 8  00 00 00 00 60 A7 20 00 
   3472     18011.944 DT     0201 Rx 6  0F 00 0B 52 21 00 
   3473     18020.861 DT     0080 Rx 0  
   3474     18021.121 DT     0181 Rx 8  00 80 37 92 A6 4A 21 00 
   3475     18021.240 DT     0281 Rx 8  00 00 00 00 68 8E 1D 00 
   3476     18021.917 DT     0201 Rx 6  0F 00 B6 9D 21 00 
   3477     18030.834 DT     0080 Rx 0  
   3478     18031.100 DT     0181 Rx 8  00 80 37 92 86 96 21 00 
   3479     18031.221 DT     0281 Rx 8  00 00 00 00 80 07 1E 00 
   3480     18031.890 DT     0201 Rx 6  0F 00 09 E9 21 00 
   3481     18040.805 DT     0080 Rx 0  
   3482     18041.188 DT     0181 Rx 8  00 80 37 92 BF E1 21 00 
   3483     18041.311 DT     0281 Rx 8  00 00 00 00 28 E6 1E 00 
   3484     18041.862 DT     0201 Rx 6  0F 00 FF 33 22 00 
   3485     18050.780 DT     0080 Rx 0  
   3486     18051.223 DT     0181 Rx 8  00 80 37 92 35 2C 22 00 
   3487     18051.343 DT     0281 Rx 8  00 00 00 00 B8 CE 1E 00 
   3488     18051.837 DT     0201 Rx 6  0F 00 96 7E 22 00 
   3489     18060.753 DT     0080 Rx 0  
   3490     18061.082 DT     0181 Rx 8  00 80 37 92 91 76 22 00 
   3491     18061.206 DT     0281 Rx 8  00 00 00 00 40 E8 1D 00 
   3492     18061.808 DT     0201 Rx 6  0F 00 CA C8 22 00 
   3493     18070.725 DT     0080 Rx 0  
   3494     18071.204 DT     0181 Rx 8  00 80 37 92 0F C1 22 00 
   3495     18071.325 DT     0281 Rx 8  00 00 00 00 00 58 1B 00 
   3496     18071.779 DT     0201 Rx 6  0F 00 99 12 23 00 
   3497     18080.695 DT     0080 Rx 0  
   3498     18081.047 DT     0181 Rx 8  00 80 37 92 0F C1 22 00 
   3499     18081.169 DT     0281 Rx 8  00 00 00 00 50 15 1D 00 
   3500     18081.751 DT     0201 Rx 6  0F 00 00 5C 23 00 
   3501     18090.667 DT     0080 Rx 0  
   3502     18091.058 DT     0181 Rx 8  00 80 37 92 F5 54 23 00 
   3503     18091.180 DT     0281 Rx 8  00 00 00 00 70 E0 1D 00 
   3504     18091.723 DT     0201 Rx 6  0F 00 FC A4 23 00 
   3505     18100.641 DT     0080 Rx 0  
   3506     18101.191 DT     0181 Rx 8  00 80 37 92 BC 9D 23 00 
   3507     18101.310 DT     0281 Rx 8  00 00 00 00 D8 B1 1B 00 
   3508     18101.697 DT     0201 Rx 6  0F 00 8A ED 23 00 
   3509     18110.617 DT     0080 Rx 0  
   3510     18111.071 DT     0181 Rx 8  00 80 37 92 72 E6 23 00 
   3511     18111.195 DT     0281 Rx 8  00 00 00 00 00 52 1C 00 
   3512     18111.672 DT     0201 Rx 6  0F 00 A7 35 24 00 
   3513     18120.591 DT     0080 Rx 0  
   3514     18121.176 DT     0181 Rx 8  00 80 37 92 F5 2E 24 00 
   3515     18121.300 DT     0281 Rx 8  00 00 00 00 B0 70 20 00 
   3516     18121.647 DT     0201 Rx 6  0F 00 4F 7D 24 00 
   3517     18130.565 DT     0080 Rx 0  
   3518     18131.164 DT     0181 Rx 8  00 80 37 92 35 76 24 00 
   3519     18131.286 DT     0281 Rx 8  00 00 00 00 D8 28 1D 00 
   3520     18131.622 DT     0201 Rx 6  0F 00 81 C4 24 00 
   3521     18140.537 DT     0080 Rx 0  
   3522     18141.151 DT     0181 Rx 8  00 80 37 92 B8 BD 24 00 
   3523     18141.273 DT     0281 Rx 8  00 00 00 00 70 75 1A 00 
   3524     18141.592 DT     0201 Rx 6  0F 00 39 0B 25 00 
   3525     18150.511 DT     0080 Rx 0  
   3526     18151.040 DT     0181 Rx 8  00 80 37 92 8D 0F 25 00 
   3527     18151.162 DT     0281 Rx 8  00 00 00 00 38 01 21 00 
   3528     18151.568 DT     0201 Rx 6  0F 00 74 51 25 00 
   3529     18160.485 DT     0080 Rx 0  
   3530     18161.129 DT     0181 Rx 8  00 80 37 92 B9 53 25 00 
   3531     18161.248 DT     0281 Rx 8  00 00 00 00 50 92 1D 00 
   3532     18161.541 DT     0201 Rx 6  0F 00 30 97 25 00 
   3533     18170.458 DT     0080 Rx 0  
   3534     18171.113 DT     0181 Rx 8  00 80 37 92 41 98 25 00 
   3535     18171.234 DT     0281 Rx 8  00 00 00 00 B0 11 1B 00 
   3536     18171.514 DT     0201 Rx 6  0F 00 69 DC 25 00 
   3537     18180.430 DT     0080 Rx 0  
   3538     18181.030 DT     0181 Rx 8  00 80 37 92 2D DD 25 00 
   3539     18181.152 DT     0281 Rx 8  00 00 00 00 E8 55 1C 00 
   3540     18181.487 DT     0201 Rx 6  0F 00 1E 21 26 00 
   3541     18190.403 DT     0080 Rx 0  
   3542     18191.016 DT     0181 Rx 8  00 80 37 92 EA 20 26 00 
   3543     18191.138 DT     0281 Rx 8  00 00 00 00 A0 EA 1A 00 
   3544     18191.459 DT     0201 Rx 6  0F 00 4A 65 26 00 
   3545     18200.278 DT     0080 Rx 0  
   3546     18201.030 DT     0181 Rx 8  00 80 37 92 A5 65 26 00 
   3547     18201.152 DT     0281 Rx 8  00 00 00 00 28 87 19 00 
   3548     18201.335 DT     0201 Rx 6  0F 00 EC A8 26 00 
   3549     18210.253 DT     0080 Rx 0  
   3550     18210.889 DT     0181 Rx 8  00 80 37 92 B4 A9 26 00 
   3551     18211.009 DT     0281 Rx 8  00 00 00 00 88 E8 1B 00 
   3552     18211.310 DT     0201 Rx 6  0F 00 01 EC 26 00 
   3553     18220.226 DT     0080 Rx 0  
   3554     18220.900 DT     0181 Rx 8  00 80 37 92 5A EC 26 00 
   3555     18221.023 DT     0281 Rx 8  00 00 00 00 B8 F2 18 00 
   3556     18221.279 DT     0201 Rx 6  0F 00 85 2E 27 00 
   3557     18230.198 DT     0080 Rx 0  
   3558     18231.022 DT     0181 Rx 8  00 80 37 92 C6 2E 27 00 
   3559     18231.144 DT     0281 Rx 8  00 00 00 00 E0 09 1B 00 
   3560     18231.260 DT     0201 Rx 6  0F 00 77 70 27 00 
   3561     18240.172 DT     0080 Rx 0  
   3562     18240.979 DT     0181 Rx 8  00 80 37 92 2E 70 27 00 
   3563     18241.104 DT     0281 Rx 8  00 00 00 00 F0 42 18 00 
   3564     18241.228 DT     0201 Rx 6  0F 00 D3 B1 27 00 
   3565     18250.145 DT     0080 Rx 0  
   3566     18251.011 DT     0181 Rx 8  00 80 37 92 E5 B2 27 00 
   3567     18251.133 DT     0281 Rx 8  00 00 00 00 98 15 1B 00 
   3568     18251.235 DT     0201 Rx 6  0F 00 97 F2 27 00 
   3569     18260.120 DT     0080 Rx 0  
   3570     18260.974 DT     0181 Rx 8  00 80 37 92 B6 F2 27 00 
   3571     18261.100 DT     0281 Rx 8  00 00 00 00 C0 C7 18 00 
   3572     18261.199 DT     0201 Rx 6  0F 00 C0 32 28 00 
   3573     18270.089 DT     0080 Rx 0  
   3574     18270.989 DT     0181 Rx 8  00 80 37 92 25 33 28 00 
   3575     18271.110 DT     0281 Rx 8  00 00 00 00 D8 B7 1A 00 
   3576     18271.217 DT     0201 Rx 6  0F 00 4D 72 28 00 
   3577     18280.064 DT     0080 Rx 0  
   3578     18280.851 DT     0181 Rx 8  00 80 37 92 FC 71 28 00 
   3579     18280.973 DT     0281 Rx 8  00 00 00 00 08 BC 18 00 
   3580     18281.120 DT     0201 Rx 6  0F 00 39 B1 28 00 
   3581     18290.034 DT     0080 Rx 0  
   3582     18290.974 DT     0181 Rx 8  00 80 37 92 1F B2 28 00 
   3583     18291.097 DT     0281 Rx 8  00 00 00 00 60 D1 19 00 
   3584     18291.200 DT     0201 Rx 6  0F 00 83 EF 28 00 
   3585     18300.008 DT     0080 Rx 0  
   3586     18300.975 DT     0181 Rx 8  00 80 37 92 58 EF 28 00 
   3587     18301.078 DT     0201 Rx 6  0F 00 28 2D 29 00 
   3588     18301.198 DT     0281 Rx 8  00 00 00 00 D8 C9 17 00 
   3589     18309.981 DT     0080 Rx 0  
   3590     18310.951 DT     0181 Rx 8  00 80 37 92 5A 2D 29 00 
   3591     18311.054 DT     0201 Rx 6  0F 00 26 6A 29 00 
   3592     18311.177 DT     0281 Rx 8  00 00 00 00 38 2B 1A 00 
   3593     18319.954 DT     0080 Rx 0  
   3594     18320.944 DT     0181 Rx 8  00 80 37 92 04 6A 29 00 
   3595     18321.045 DT     0201 Rx 6  0F 00 79 A6 29 00 
   3596     18321.169 DT     0281 Rx 8  00 00 00 00 D0 83 15 00 
   3597     18329.929 DT     0080 Rx 0  
   3598     18330.816 DT     0181 Rx 8  00 80 37 92 AF A6 29 00 
   3599     18330.938 DT     0281 Rx 8  00 00 00 00 40 89 18 00 
   3600     18331.040 DT     0201 Rx 6  0F 00 21 E2 29 00 
   3601     18339.903 DT     0080 Rx 0  
   3602     18340.946 DT     0181 Rx 8  00 80 37 92 8E E2 29 00 
   3603     18341.048 DT     0201 Rx 6  0F 00 19 1D 2A 00 
   3604     18341.166 DT     0281 Rx 8  00 00 00 00 88 06 17 00 
   3605     18349.876 DT     0080 Rx 0  
   3606     18350.932 DT     0201 Rx 6  0F 00 61 57 2A 00 
   3607     18351.051 DT     0181 Rx 8  00 80 37 92 44 1C 2A 00 
   3608     18351.171 DT     0281 Rx 8  00 00 00 00 48 ED 15 00 
   3609     18359.848 DT     0080 Rx 0  
   3610     18360.897 DT     0181 Rx 8  00 80 37 92 E2 57 2A 00 
   3611     18360.998 DT     0201 Rx 6  0F 00 F5 90 2A 00 
   3612     18361.120 DT     0281 Rx 8  00 00 00 00 20 35 19 00 
   3613     18369.821 DT     0080 Rx 0  
   3614     18370.803 DT     0181 Rx 8  00 80 37 92 0B 91 2A 00 
   3615     18370.902 DT     0201 Rx 6  0F 00 D4 C9 2A 00 
   3616     18371.022 DT     0281 Rx 8  00 00 00 00 98 33 16 00 
   3617     18379.793 DT     0080 Rx 0  
   3618     18380.848 DT     0201 Rx 6  0F 00 FA 01 2B 00 
   3619     18380.966 DT     0181 Rx 8  00 80 37 92 5E C9 2A 00 
   3620     18381.088 DT     0281 Rx 8  00 00 00 00 40 12 17 00 
   3621     18389.767 DT     0080 Rx 0  
   3622     18390.823 DT     0201 Rx 6  0F 00 66 39 2B 00 
   3623     18390.943 DT     0181 Rx 8  00 80 37 92 17 03 2B 00 
   3624     18391.065 DT     0281 Rx 8  00 00 00 00 D8 C3 18 00 
   3625     18399.742 DT     0080 Rx 0  
   3626     18400.772 DT     0181 Rx 8  00 80 37 92 D2 39 2B 00 
   3627     18400.874 DT     0201 Rx 6  0F 00 15 70 2B 00 
   3628     18400.997 DT     0281 Rx 8  00 00 00 00 70 16 15 00 
   3629     18409.712 DT     0080 Rx 0  
   3630     18410.771 DT     0201 Rx 6  0F 00 05 A6 2B 00 
   3631     18410.885 DT     0181 Rx 8  00 80 37 92 75 6F 2B 00 
   3632     18411.010 DT     0281 Rx 8  00 00 00 00 68 C4 14 00 
   3633     18419.687 DT     0080 Rx 0  
   3634     18420.743 DT     0201 Rx 6  0F 00 35 DB 2B 00 
   3635     18420.883 DT     0181 Rx 8  00 80 37 92 46 A6 2B 00 
   3636     18421.003 DT     0281 Rx 8  00 00 00 00 40 12 17 00 
   3637     18429.661 DT     0080 Rx 0  
   3638     18430.716 DT     0201 Rx 6  0F 00 A1 0F 2C 00 
   3639     18430.835 DT     0181 Rx 8  00 80 37 92 C4 DB 2B 00 
   3640     18430.954 DT     0281 Rx 8  00 00 00 00 80 BA 15 00 
   3641     18439.633 DT     0080 Rx 0  
   3642     18440.691 DT     0201 Rx 6  0F 00 48 43 2C 00 
   3643     18440.808 DT     0181 Rx 8  00 80 37 92 90 0F 2C 00 
   3644     18440.931 DT     0281 Rx 8  00 00 00 00 58 32 11 00 
   3645     18449.608 DT     0080 Rx 0  
   3646     18450.664 DT     0201 Rx 6  0F 00 28 76 2C 00 
   3647     18450.860 DT     0181 Rx 8  00 80 37 92 D1 42 2C 00 
   3648     18450.983 DT     0281 Rx 8  00 00 00 00 D0 12 13 00 
   3649     18459.580 DT     0080 Rx 0  
   3650     18460.638 DT     0201 Rx 6  0F 00 3E A8 2C 00 
   3651     18460.755 DT     0181 Rx 8  00 80 37 92 C8 75 2C 00 
   3652     18460.877 DT     0281 Rx 8  00 00 00 00 00 7C 15 00 
   3653     18469.549 DT     0080 Rx 0  
   3654     18470.605 DT     0201 Rx 6  0F 00 89 D9 2C 00 
   3655     18470.890 DT     0181 Rx 8  00 80 37 92 EC A8 2C 00 
   3656     18471.015 DT     0281 Rx 8  00 00 00 00 00 7C 15 00 
   3657     18479.524 DT     0080 Rx 0  
   3658     18480.579 DT     0201 Rx 6  0F 00 07 0A 2D 00 
   3659     18480.731 DT     0181 Rx 8  00 80 37 92 3A DA 2C 00 
   3660     18480.853 DT     0281 Rx 8  00 00 00 00 20 D6 13 00 
   3661     18489.495 DT     0080 Rx 0  
   3662     18489.830 DT     0181 Rx 8  00 80 37 92 52 06 2D 00 
   3663     18489.949 DT     0281 Rx 8  00 00 00 00 B8 93 13 00 
   3664     18490.552 DT     0201 Rx 6  0F 00 B5 39 2D 00 
   3665     18499.468 DT     0080 Rx 0  
   3666     18499.827 DT     0181 Rx 8  00 80 37 92 45 35 2D 00 
   3667     18499.946 DT     0281 Rx 8  00 00 00 00 08 E6 11 00 
   3668     18500.524 DT     0201 Rx 6  0F 00 92 68 2D 00 
   3669     18509.444 DT     0080 Rx 0  
   3670     18509.847 DT     0181 Rx 8  00 80 37 92 7C 63 2D 00 
   3671     18509.972 DT     0281 Rx 8  00 00 00 00 18 1F 0F 00 
   3672     18510.496 DT     0201 Rx 6  0F 00 9B 96 2D 00 
   3673     18519.418 DT     0080 Rx 0  
   3674     18519.797 DT     0181 Rx 8  00 80 37 92 92 91 2D 00 
   3675     18519.919 DT     0281 Rx 8  00 00 00 00 98 D4 10 00 
   3676     18520.471 DT     0201 Rx 6  0F 00 D0 C3 2D 00 
   3677     18529.391 DT     0080 Rx 0  
   3678     18529.797 DT     0181 Rx 8  00 80 37 92 5B BE 2D 00 
   3679     18529.917 DT     0281 Rx 8  00 00 00 00 28 BD 10 00 
   3680     18530.450 DT     0201 Rx 6  0F 00 2D F0 2D 00 
   3681     18539.366 DT     0080 Rx 0  
   3682     18539.847 DT     0181 Rx 8  00 80 37 92 87 EB 2D 00 
   3683     18539.969 DT     0281 Rx 8  00 00 00 00 48 05 12 00 
   3684     18540.420 DT     0201 Rx 6  0F 00 B2 1B 2E 00 
   3685     18549.339 DT     0080 Rx 0  
   3686     18549.793 DT     0181 Rx 8  00 80 37 92 3D 16 2E 00 
   3687     18549.916 DT     0281 Rx 8  00 00 00 00 A0 A3 11 00 
   3688     18550.396 DT     0201 Rx 6  0F 00 5D 46 2E 00 
   3689     18559.312 DT     0080 Rx 0  
   3690     18559.815 DT     0181 Rx 8  00 80 37 92 84 41 2E 00 
   3691     18559.935 DT     0281 Rx 8  00 00 00 00 18 90 11 00 
   3692     18560.369 DT     0201 Rx 6  0F 00 2B 70 2E 00 
   3693     18569.285 DT     0080 Rx 0  
   3694     18569.819 DT     0181 Rx 8  00 80 37 92 DF 6A 2E 00 
   3695     18569.941 DT     0281 Rx 8  00 00 00 00 18 90 11 00 
   3696     18570.340 DT     0201 Rx 6  0F 00 1C 99 2E 00 
   3697     18579.259 DT     0080 Rx 0  
   3698     18579.678 DT     0181 Rx 8  00 80 37 92 94 94 2E 00 
   3699     18579.800 DT     0281 Rx 8  00 00 00 00 78 03 11 00 
   3700     18580.318 DT     0201 Rx 6  0F 00 2D C1 2E 00 
   3701     18589.234 DT     0080 Rx 0  
   3702     18589.771 DT     0181 Rx 8  00 80 37 92 53 BC 2E 00 
   3703     18589.896 DT     0281 Rx 8  00 00 00 00 00 A0 0F 00 
   3704     18590.291 DT     0201 Rx 6  0F 00 5C E8 2E 00 
   3705     18599.208 DT     0080 Rx 0  
   3706     18599.657 DT     0181 Rx 8  00 80 37 92 0A E4 2E 00 
   3707     18599.779 DT     0281 Rx 8  00 00 00 00 18 9C 0F 00 
   3708     18600.261 DT     0201 Rx 6  0F 00 A9 0E 2F 00 
   3709     18609.182 DT     0080 Rx 0  
   3710     18609.667 DT     0181 Rx 8  00 80 37 92 81 0F 2F 00 
   3711     18609.791 DT     0281 Rx 8  00 00 00 00 18 A2 0E 00 
   3712     18610.238 DT     0201 Rx 6  0F 00 12 34 2F 00 
   3713     18619.155 DT     0080 Rx 0  
   3714     18619.642 DT     0181 Rx 8  00 80 37 92 6B 34 2F 00 
   3715     18619.764 DT     0281 Rx 8  00 00 00 00 88 42 0D 00 
